label	content
1	say american family food stamp
1	kenosha casino would one state largest employer pay state company tribe essentially would wisconsin biggest taxpayer
1	race closest senate race ohio year howard metzenbaum defeated robert aft
0	drawn pressure level barra mosul sar city quiet long tough setback
1	say austin treated wastewater put colorado river higher quality water city take lake public use
0	amendment house health reform bill put new restriction woman access abortion coverage private health insurance market even would pay premium money
1	president barack obama never visited israel
0	worst state country moving people welfare work
1	say private sector texas created million job past decade
0	pentagon confirms may court martial soldier hold christian faith
1	cbb one largest school system nation debt free
0	
1	
1	social security disability fund going belly
1	shocking veteran committing suicide every day especially older veteran
1	today five largest financial institution percent bigger back big fail
1	house vote engagement kosovo bill clinton kept fighting anyway ultimately vote pas
1	know one nation world without official language
0	every time were increased minimum wage were seen growth job
1	florida legislature raised tax fee almost billion session
1	people working clean green energy oil gas country
1	florida golf course think million round played year florida were got percent travel golf country million people come golf
0	say hillary clinton undercover nurse sept memorial ceremony new york
1	percent student milwaukee public high school go two four year college
1	fastest growing part pentagon budget health care expense
1	inflation adjusted defense spending declined percent since even discount drawdowns iraq afghanistan still declined dangerous percent
1	according atf data percent firearm recovered traced drug cartel crime mexico originated united state
1	two worst county medical fraud country state date board county
1	fireworks never safer use continues increase year
1	say donald trump ron johnson oppose woman right choose johnson voted violence woman act
1	say percent recent county bond precinct one northeast travis county quick identify project help make east side desirable place live
0	medical passed virtually republican support
0	say wisconsin state senate president michael ellis neenah broke senate rule debate photo id bill voter
0	sen hutchison abandoned republican stood democrat ensure health care legislation would pas quickly
0	warmer mar part united state canada polar vortex
0	say department homeland security ordered enough round caliber ammunition kill every man woman child united state possibly combat massive civil unrest invasion foreign power
0	president romney got call president mormon church choice obey obedience family country
0	gov rick perry leadership created job last decade rest state combined
1	say scott braun support cutting department commerce eliminating nota
0	say percent texas high school student graduate prepared college career
0	blue cross new million providence headquarters outfitted million decor
1	nationally unemployment rate veteran far greater national unemployment rate wisconsin one rare example unemployment actually lower veteran population whole certainly lower nationally
0	pat mccrory north carolina fallen st teacher pay
1	rhode island job depend trade canada
0	fill fec report past six year theyre much detailed tax return
0	say wisconsin attorney general van pollen knew ken katz setting case nearly year nothing
0	least name bill little nothing three year ago try get passed since done absolutely nothing disallow attempt move legislation
0	environmental protection agency regulation go effect jan regulates dust
0	business went business last year started first time history
0	say hillary clinton answered single question immigration plan
1	say donald trump literally plan make higher education affordable
0	say houston national cemetery preventing christian prayer said military funeral
0	martha banter dispatched corvallis million stimulus money save craig robinson job
1	franklin roosevelt last president come congress ask permission engage war
1	say proposed fiscal year budget still level state spending took office
0	asked secretary state condoleezza rice many people died know answer question
1	massachusetts scott brown republican affiliation secret clearly display
1	john mccain top foreign policy adviser lobbied republic georgia mccain mirrored position advocated government
1	every month since many suicide attack united state ally year leading
1	fifty percent speaker gingrichs tax plan go top percent
1	say donald trump promised mass deportation latino family
0	
1	say state tax burden per citizen new york twice high florida
0	two third people wisconsin strongly disagree idea permanently taking away people right collective bargaining
1	say eric cantor co author house gop principle immigration reform new york time washington postcard thatcaptured essence senate immigration bill
1	wisconsin th congressional district manufacturing job almost nation
0	lost health insurance doctor obamacare
0	far standing committee fewer standing committee were saved state quarter million dollar reduction standing committee
1	obamas entire national security team including secretary state said want arm train equip syrian rebel force made unilateral decision turn
0	governor elect scott walker opposition high speed rail killed wisconsin job
0	candidate ticketing big money people want destroy coal mitch mcconnell
1	trans pacific partnership knock tariff country place american product good
1	trillion national debt bill would cover entire state ohio nearly time
1	tommy thompson wanted implant data chip human
1	say new jersey th return federal tax dollar
1	granite state hold individual policy anthem indeed renew policy keep current doctor hospital
1	
1	health care law tunneling billion annually private insurance company
1	say walmart employee represent largest group medical food stamp recipient many state costing taxpayer per worker
1	
1	say cory gardner championed eight year crusade outlaw birth control colorado
1	actually country practice birthright citizenship
0	senate barack obama reached across party line get anything significant done
0	say koch brother funded fight let flood insurance premium soar theyre spending million buy senate seat bill cassidy fight
0	former president bill clinton clinton health access initiative chain distributed watered hiv aidsdrugs patient sub sharon africa
0	study private bail bond system showed wisconsin higher show rate state defendant skipping court appearance
0	
0	say hillary clinton plan would tax many small business almost percent
1	united state seen unemployment rate steadily decline new jersey remains nearly two percent higher national average point higher connecticut new york
1	state decent child care cost college tuition
0	solved problem scientist saying leave nuclear waste
0	say someone earning year fare better plan current tax system
0	say internal revenue service estimated must hire agent cost billion taxpayer enforce federal health care overhaul
0	
1	say democratic senate candidate tommy baldwin rank liberal member house
0	say ted cruz support legalizing people country illegally
0	say economy new jersey get billion business shore
0	least three sector border one particular completely insecure
1	least hate crime given year
0	say legislative assembly within one vote enacting bill oregon law
0	say critic called original gi bill welfare
1	top percent income earned paid percent tax top percent pay percent
0	milwaukee second highest number child recovered sex trafficking
0	
0	
1	say wisconsin gov scott walker doesnt make calendar public he dime dont know
0	stimulus created one private sector job
1	maximum number student allowed classroom
1	say central ohio human trafficking task force first task force kind central ohio
1	bill georgia general assembly would make presidential candidate meet citizenship requirement constitution
1	owned house gop dominates twitter youtube social medium congress
0	american never paid gas pump
0	virginia paper called scott rigells campaign mostly false
1	say opposed measure weaken odd frank wall street regulatory bill campaign finance legislation offered stand alone bill
0	say texas california new york voted democratic presidential nominee would mathematically impossible republican elect president
1	say close percent population growth texas last decade non anglo
1	bipartisan background check amendment outlawed gun registry plain simple right text
0	say wisconsin gov scott walker eliminated cancer screening uninsured woman offered alternative
0	say regard providing tax cut rich bill pascrell said republican great idea liked idea
1	john mccain voted bush tax cut time
1	average student debt coming university wisconsin madison something like dollar
1	due flaw outer continental shelf deep water royalty relief act numerous oil company drilling gulf mexico federal land paying royalty federal government
1	say hillary clinton voted virtually every trade agreement cost worker country million job
1	say rep john ratio promised wouldnt vote defend planned parenthood since he office he done four time
0	say los angeles clipper owner donald sterling democrat
1	fact special assistant office make three time average firefighter
1	obama wife said goal life put black community first foremost
1	money towards ebola vaccine basically cut half cut coming congressional requester
0	say state sen randy hopper fond du lac unlike typical taxpayer didnt pay tax
1	new school testing standard consume approximately twenty day testing elementary middle high school student
0	obama voted tax subsidy sideways slowed oil company pursuing clean energy source
1	say katie mcgintyactually agrees hillary clinton liberal wing democrat everything
0	say bureau labor statistic report attributed sharp increase work related fatality increasing number employee driver could read understand warning sign english
1	almost every country earth see america stronger respected today eight year ago took office
0	wisconsin obese national average national average percent population obese wisconsin closer percent
1	
1	seven people die every day legislature ratified pain clinic rule approved board medicine department health
1	poverty rate family husband wife work percent family headed one person percent today
0	mormon religion plan see constitution thrown replaced theocracy
1	florida rank th state regulatory climate business
0	ukraine voluntarily gave nuclear weapon united state america said would ensure territorial integrity russia
1	legislation considered texas would strip salary pension clerk issue marriage license sex couple even supreme court strike texas marriage ban later year
0	say family pay percent income tax
1	say hillary clinton negotiated first agreement ever china india officially committed reduce emission
0	incoming republican freshman class well ordinary group nearly half roughly member never served elective office
1	people move texas every day
1	heard endlessly waterboarding happened three terrorist
1	past three year prosecuted brought case access public record previous year combined
0	say nobody higher education belief gov rick perry proposal serve college degree possible
1	
1	recognize salary faculty lowest new england exception university maine
0	zero press coverage bush white house email controversy
0	say rick perry spending money state take covering deficit record borrowing
1	say wendy davis born difficult circumstance daughter single mother teenage mother
0	say mitt romney medical could end know leaving julia nothing voucher buy insurance mean extra per year similar plan
1	preventive care save government money
1	state budget backed gov scott walker republican lawmaker left technical college funded level
1	city atlanta one highest lesbian gay bisexual transgender population per capt ranking third among major american city
1	say abraham lincoln tried buy slavesfreedom border state state rejected
1	see whole bunch korean car united state dont see american car korea
1	aba criterion judicial nominee call among thing least year experience practice law mean actual practice law
0	cent charge paper bag tax
0	obama say raise tax electricity
0	say arm treaty mandate new international gun registry
1	say rick scott didnt even come education summit take time go tea party convention week
1	florida third repressive tax structure
1	eleven state enacted pay play reform
1	say senator rus feingold voted authorizing military separate time
1	tax control already put place property tax typical home december actually lower december
0	plan raise tax making least
1	
0	say rep debate wasserman schultz voted cut florida veteran benefit
1	look were done last several year crime rate actually gone number shooting going
1	least country refuse take people back theyre ordered leave united state including large number violent criminal
1	say jeff networth republican vote texas measure requiring woman monogram receiving abortion
1	stephen zappala da state convict duty police officer criminal homicide
0	say federal government borrows almost billion per week
0	clayton county offer lowest operating village rate metro atlanta
1	cfo alex sink oversaw billion loss state pension fund
1	bank president alex sink eliminated thousand florida job taking million salary bonus
1	say new jersey educated population state country
0	wisconsin law repealed republican allowed discriminated worker sue state court kind gravy train lawyer
1	past twenty year number homicide committed firearm united state decreased nearly percent number crime involving use firearm also plummeted declining nearly percent
1	say obama opposes offshore drilling gas tax holiday
1	say right military spending next country combined
0	remember developer forced use land union contractor tap extra million construction project
0	say new jersey devil managing partner jeff vanderbeek took u ar
1	say federal judge sanction tennessee birth lawyer bringing frivolous lawsuit
1	due tax cut lower property value property tax almost billion property tax
1	food stamp spending doubled president bush doubled president obama
0	
0	losing billion year term imbalance china
0	today america percent african american baby virtually killed born
1	woman barack obamas white house earning le men
1	say new financial service law requires regulatory filing
1	
1	cost college education increased percent
1	governor face partisan attack charlie crest courage save job lead state economic recovery
0	tip left dublin dont dont go employee
0	senior citizen hispanic fastest growing demographic country
0	
0	say murder chief cause death pregnant woman
1	
1	say administration created million job last month private sector alone
1	loses tax break collect personal income tax
1	four balanced budget row new tax anyone best job growth year nearly new private sector job merit pay reward new jersey best teacher education funding ever
1	say joe biden said jon combine smartest guy know term economy finance really mean
0	taxpayer funded benefit illegal california skyrocketing cost obamacare
0	democrat get way every income tax bracket increase jan every single one
1	parent teacher already worrying call trump effect report bullying harassment rise school especially targeting student color muslimsand immigrant
0	blocking supreme court nomination remaining month president obamas term would leave nation highest court unprecedented year long vacancy
0	jean shaken principally involved plot lois learner president barack obamas political appointee irs lead program harassment conservative nonprofit group election
1	say king street patriot held fundraiser featuring author belief registering poor vote un american
1	one dozen senator voted bridge nowhere
0	
0	say romney uniform winter olympic game made burma
1	one stroke pen president bush denied health insurance million kid due get bipartisan expansion child health insurance program
1	say nearly percent american supportive construction pipeline schrader need explain oregon family voted needed project
0	libya supply oil china get oil libya
0	
0	
0	say cnn deleted online poll showing bernie sanders first democratic presidential debate help hillary clinton
1	casualty death lowest point since literally beginning war
0	claim wisconsin senate majority leader scott fitzgerald said necessary eliminate union order balance future budget
0	government run public plan force employer drop employee coverage due rising cost pay additional payroll tax worker
0	congress special group people percent never left united state
1	say banned texting driving austin
1	state budget gone percent rick perry
1	romney director damon corporation company degrading medical million
0	say barack obama supported ted kennedy ammo ban outlaw deer hunting ammunition
1	paul ryan would outlaw vitro fertilization
0	say marco rubio voted every bill would helped keep family safe even voted bipartisan measure introduced republican prevent people fly list purchasing gun
0	account attack bengali written former white house press secretary dee dee myers show body ambassador libya christopher stevens dragged street abused
1	state texas funding woman health service historically high level increased level another million next two year
1	say tennessee higher education funding model percent outcome based already seeing model changing way postsecondary institution business
1	without medical expansion ohio could getting primary care emergency room costing everybody lot money
1	truth oil would drilled could sent country world reducing use foreign oil one single drop
0	say senate resolution would restore monthly general assistance payment prevent people committing crime
1	president bush took office inherited billion budget surplus projected year surplus trillion ended term left trillion deficit projected year shortfall trillion
1	rhode islanders pay among highest auto repair bill nation
1	
1	barack obama said people making le would benefit plan said family making le benefit
1	president obama acted libya american people opposed military action took action support
0	
1	portland milwaukee light rail transit project created direct job june
0	fact one town three lane dedicated kind get sauce
1	independent analyst found trump tax plan given wealthy big corporation would rack trillion debt
1	overcoming number one accidental killer commonwealth
1	toledo mayor mike bell lost job firefighter city ran money
1	south carolina woman earn cent dollar men earnings
1	say panhandle highest ever bed tax collection
1	say max carry percent evening rush hour commuter traveling downtown sunset infield freeway
0	
0	
0	mark kirk lied going war opposed middle class tax cut said unemployment big issue
0	say hillary clinton told de mines register aug get nra shut good become president ban handgun
0	deprive underprivileged child meat based protein school lunch likely depriving source protein day
1	say allen west helped thwart terrorist plot shooting gun direction iraqi detainee reported incident superior said wrong
0	dog meat festival ruling china threatens global public health
0	say republican candidate key wisconsin assembly race side want privatized social security risk retirement wall street
1	finance expert estimate paying cash billion project funded sale tax saved gwinnett county billion interest payment
1	sherdog brown past decade politician one every four job left america left ohio sherdog brown horrendous ohio job number next year
0	say milwaukee county district attorney candidate verdana swanigan worked prosecutor
1	georgia saved million change criminal sentencing
1	two third consumption service opposite sale tax enacted
1	never earthquake youngstown john basic elected governor
1	office step walk governor office
0	say donald trump second highest disapproval rating anyone running president
1	sherdog brown running public office since richard nixon president
0	ryan budget get rid medical year turn voucher program
0	assault weapon violence duck protection people virginia
0	increase garbage tax mayor allan fung imposed canton people much
0	state commerce secretary mary burke drafted sponsored promoted budget raised tax billion created high structural deficit raided fund finance huge spending hike
0	high administrative cost donate haiti relief white house web site
0	say hillary clinton want let people pour could million people pour nothing think thats could happen triple size country one week
0	jeff waters busy helping friend wasting tax dollar million government building lavish dubbed taj medal golf museum million build private prison help big contributor
0	despite claim keep health care plan like obama administration predicted many american employer provided health coverage could lose current health plan
1	
0	year state legislature never voted tax increase
1	lawyer brought case nationsbank said publicly alex sink nothing case nothing situation didnt know problem
1	spending million individual held guantanamo bay cuba
1	texas last th spending mental health care
0	barack obama promise higher tax sale home
0	say fbi director james comes letter new development investigation email went republican member house
1	barack obama even use term war terrorism
1	wendy davis fighting bring bloomberg style gun control texas
1	federal law jared laughter would able buy gun identified mentally ill
0	two million federal worker negotiate zip zero collective bargaining federal employee
0	congressional budget office estimate percent stimulus package spent percent
1	say represents represented half san antonio rooted district seek election
1	fewest people employed country since
0	say senate opponent tommy baldwin supported federal budget spent trillion billion trillion money obama budget
1	twenty five percent people country said changed email phone ha collection data allowed patriot act
0	say president barack obama debt increased percent le president going back ronald reagan
1	secure community program immigration program program worked reckless gutted obama administration
1	
0	say susan rice president national security adviser already conceded iran robust uranium enrichment capability
0	there local option allow community ban limit restrict location pot shop amendment pass expect seed element pot industry move right next door neighborhood church business even child school
0	decision whether fire gen stanley mcchrystal president obama fix yet another problem inherited bush administration
1	say hillary clinton lied parent named hillary
0	health care law imposes largest tax increase history middle class
1	
1	espionage act edward snowden would allowed come court say justified disclosing information whistleblower exception espionage act
1	median income country declined percent last four year
1	ask tax increase run city government
1	unlike marijuana medical cannabis oil can not get high
0	say jeff reason cut elementary school music class art instruction teaching position basketball volleyball program voted raise school lunch price
0	florida illegal immigration cost taxpayer nearly billion year amount every household florida
1	there money planned parenthood bill would keep government open
0	house passed cut cap balance bipartisan support
0	tim maine broke campaign promise raise tax
1	child witness domestic violence twice likely commit
0	
0	say gov bob mcdonnells budget would cut pre kindergarten program
1	joe biden wrote violence woman act rate domestic violence went dramatically
1	last year bill mccollum spent million dollar produce air campaign style tv ad featured almost every frame
1	
1	salmonella source finally identified fda official wait industry approval could go live recall
1	were private sector double investment made public sector onset business park
0	woman paid cent every men get work
0	governor mitt romney raised nursing home fee eight time
0	say texas abortion measure pass someone living el paso would drive mile way san antonio something simple cervical cancer screening
1	paris agreement far largest number country ever sign international agreement single day
1	say wall street hedge fund manager pay lower tax rate sheet metal worker parma school teacher cleveland
0	woonsocket need garbage burning power plant resident paying nose electricity thats fueled foreign oil price skyrocketing
0	using little known loophole obama minions allowing castle company export precious fresh water lake michigan
0	every percent increase cost health insurance today cause georgia uninsured
1	say washington state consistently ranked top five forbes list best state business ahead texas
0	obama administration offered magic number people needed sign health care marketplace
0	news broke veteran dying inadequate health care harry reid senate democrat take action
0	say rick perry wanted secede union
1	fact economy better democrat white house
0	governor romney keep public safety funding line inflation
1	reduced funding education least theyre suffered least cut
1	say federal government threatened impose fly zone texas state legislator bar airport security official performing pat down
0	say texas state board education considering eliminating reference christmas constitution textbook
1	gov rick perry broke promise would accept pay increase
1	israeli relation prime minister benjamin netanyahu set record straight said two country exactly policy security cooperation unprecedented
1	
1	doubled size company rowlett package
0	medical provision added senate health carereform bill special deal nebraska
1	say warren buffet publicly said secretary paying higher tax rate
1	majority american still oppose health care bill
0	
1	went trillion surplus george bush inherited plus trillion debt george bush left office
1	bill passed law least productive year congressional history since were keeping record
1	obama tap porn lawyer justice
0	say jeb bush said would take part moon everybody nobody report
0	georgia lax gun law nation
1	say donald trump even said first day office would require every school america let people carry gun classroom
0	chamber commerce say new carbon regulation kill job year cost average family year
1	say followed state law precedent massachusetts governor erased electronic communication left office
0	say many state laundering crushing deficit spending
0	florida legal challenge federal health care bill bipartisan
1	truth planned parenthood provide mammogram planned parenthood refers woman mammography provider serving middlewoman
0	ice release illegal immigrant lot people honduras mexico theyre iraq somalia russia
1	half birth texas paid medical
0	president barack obama suggested national tv democratic health care bill government decide healthy year old woman need pacemaker take pain pill instead
1	immigration president said time time couldnt eventually
1	
1	were lifted high school graduation rate new high
1	state agency identified one single instance groundwater damaged due hydraulic fracking
0	sac came back deal county school district give midterm review got straight
1	nothing senate house bill sitting harry reid desk awaiting action including introduced democrat
0	one thing found clearly consistently video gaming growth industry
1	say perry chief staff lobbyist
0	know hillary occasion said last year said bafta boon economy
1	say texas forest service planted tree dallas fort worth area super bowl unknown reason unknown cost
0	say rus feingold senator vote homeland security
0	sen mark begin cast deciding vote favor president obamas authority issue executive amnesty illegal alien
0	isi didnt exist brother president al qaeda iraq wiped brother president
1	different federal job training program report eight agency
0	
1	texas lead country drunk driving fatality
0	
1	say iowa republican senate candidate join ernst would privatized social security
0	say allen west violatedfederal law scuba diving flag
1	say oregon percent adult ever tested hiv
1	president obama took office losing job month were job growth think consecutive month
0	democratic party input location hearing input process
0	say scott walker said forcing woman facing abortion get invasive ultrasound cool thing
1	say charlie crest raised tax middle class billion
0	mosque cultural center prayer area
0	every year united state severe vaccine reaction reported center disease control mild reaction severe reaction land somebody hospital intensive care unit cause permanent disability death
1	odds winning monopoly millionaire instant win game
0	obama voted united state senate increase tax people make low year
1	new jersey seven credit downgraded since chris christie became governor
1	survey show many citizen think devote full quarter even third federal budget foreign aid
0	federal government lent billion state owned oil company brazil allow explore oil gas
1	ronald reagan banned ownership fully automatic rifle supported assault weapons ban
0	year ago united state declared war islam thomas jefferson led charge
1	first state budget came republican leadership slashed funding planned parenthood resulted reduction hour elimination day elimination access woman city state
1	say started paper plastic manufacturing company owns
0	united state seen net loss people health insurance obamacare
0	never lobbied offshore oil drilling
0	glenn hear promised eliminate property tax
0	milwaukee county mental health facility full cop sit squad car mentally ill patient sometimes spend entire shift
1	say mitt romney proposing tax cut give average every millionaire country
0	say abortion clinic oregon state state oversight held basic health safety standard
1	budget consumer financial protection bureau percent amount bank generate late fee overdraft fee
1	say rick sanatorium voted union index
0	president abrahamlincoln signed emancipation proclamation shareholder fighting union army
1	eighty three law enforcement officer died line duty year twenty four shot killed cold blood
1	repeated request additional security bengali routinely denied hillary clinton state department
1	say state budget leaf billion rainy day fund
1	never alderman defeated incumbent mayor history great city
0	
1	say percent oregonian oppose death penalty
1	closed plant million dollar plant operating full steam closed
0	say president barack obama taken le vacation day president generation congress taken vacation day congress history
1	le two year ago made commitment repay taxpayer full today made good promise
1	cory gardner sponsoring bill ban abortion right
1	sometime next decade latino state texas angles happen sometime next five eight ten year
0	millennials percent workforce next year
1	percent provisional ballot cast election disqualified folk duly registered voter
1	fourth amendment fought revolution john adam said spark led war independence
1	vast majority people country keeping health insurance plan
1	democratic health care law added year solvent medical
1	segment beer market growing craft beer segment
1	say hourproposal cleveland aggressive minimum wage increase country
1	
0	rural woman woman illiterate morocco
0	kathleen peter refuse take stand repeal obamacare
0	mccain say price gas tax holiday would bridge nowhere another pork barrel project
0	say billion medical cut coming
1	fence worked great wall china berlin wall good among people especially friend like united state mexico
1	say required state septic inspection would cost septic tank owner every five year
1	say multnomah county library system second busiest nation
1	one american today get ssd ssi thats one american disabled
1	percent people cast provisional ballot florida last presidential election vote count
0	centerpiece senator mccain education policy increase voucher program slot
1	obama administration outsourcing sending money solar wind energy company end making product outside united state
1	
1	hillary clinton state department sent three comedian india make chain war tour
1	currently intelligence community collect business record law abiding american connection terrorism
1	even though chicago stringent gun law book still highest murder rate country
1	say people signed recall petition wisconsin state sen jim holperin received harassing phone call state telemarketers claiming represent democratic party insinuating foul play petition circulatory
0	virginia responsibility fund percent public education payingjust percent
1	compensated care gone percent first month medical expansion state adopted
0	every time were cut capital gain tax economy grown whenever raise capital gain tax damaged
0	say jason carter gotten david axelrod come campaign advisor
1	kilmartin helped pas law create witness protection program
1	say rep renew sellers voted government shutdown time
1	havent switched position trans pacific partnership trade deal
0	say barack obama first president appoint czar replace elected official office
1	john bother want reopen tax loophole actually rewarded corporation shipping job profit overseas
0	nobody leaving memphis thats myth
0	florida senior exempt losing medical advantage federal health care bill
0	there tremendous tax pay american business go china whereas china sell u there tax
1	proud almost year public service scandal
1	pat boomer advocated eliminating corporate tax
1	health care reform requires use federal dollar fund abortion government run health plan
1	lot cuba survival depends venezuela oil money drying
0	ri board election heard official testimony providence resident claim witnessed known illegal alien voting local election
1	say obama called pagan moderate called sotomayor moderate
0	today every day estimated american lose health insurance coverage
1	carry pick seven ethic violation didnt pay fine
0	since president obama came office another million hispanic joined rank poverty number hispanic child living poverty increased percent short period time
1	top percent recent year earned percent new income
1	forty percent fortune started either immigrant child immigrant
1	group organized texas muslim capitol day austin recently listed one organization designated terrorist group united arab emirate
0	go look trump product theyre made china
1	nearly believe money wealth evenly distributed among larger percentage people
1	public education permanently city billion change standard quality funding formula
0	president went united nation instigated israel building settlement said nothing thousand rocket rained israel gaza strip
1	current state bill restrictive voter id legislation nation
1	president obama border patrol border security deployed border previous president
0	say gop picking convention city recommended ohio
1	washington incentivized militarization local police precinct
0	say never member georgia log cabin republican
1	spring parent student new york state refused let take common core test
1	congressman perriello voted lock step nancy pesos percent time
1	sen marco rubio state florida alone social security lift count million people poverty
0	donald trump would engage risky scheme privatized social security
1	
0	
0	majority people coming arizona trespassing becoming drug mule
0	rhode island give undocumented pregnant woman health insurance plus cash card month month month spend food
0	say mark prior continues insist obamacare amazing success
0	inch away longer free economy
1	united state leading nation world highest amount doubt conventional wisdom climate change
1	justice department taken voting right case since
1	average take american working solid year make much money one top ceo
1	say barack obama played round golf president
1	team trump accused ted cruz fraud iowa texas colorado oklahoma louisiana kansas maine utah wisconsin
0	year redistricting open interactive transparent redistricting process tennessee history
1	economic sanction iran suffering percent inflation percent unemployment
1	say wisconsin governor ended welfare
1	th congressional district electric generation come coal
0	folk washington already forcing buy government health care
0	say president barack obama first president were ever think choose law enforce law ignore
1	percent illegal immigrant people physically crossed southern border northern border visa overstayers
0	charlie crest worked acorn give felon voting right
0	
1	year added average job per month majority private sector stark contrast bush administration record losing average nearly job per month last three month
1	republican congress refuse list single tax loophole willing close
0	say hillary clinton iran nuclear deal lined pocket world number one state sponsor terrorism money
0	obama think national anthem like teach world sing
1	right america trillion student debt thats credit card debt
1	twenty six men named william elected statewide office seven woman honor
0	obama took office economy united state actually shrinking first time year
0	say marco rubio said felon voting right restored convicted felon allowed gun done time
1	twice much federal money going back hawaii virginia alaska coming home oregon
1	
1	tried pay trillion handing per second would take year
0	cant put gun rack volt
1	tax penalty government imposes dont buy health insurance lower would cost buy insurance
1	israel seen percent reduction terrorist attack attribute building mile fence
0	newt gingrich say electric co ops credit union government sponsored enterprise like freddie mac
0	attempt find thing like crime criminal activity indictment filtered google favor hillary clinton
0	national science foundation spent million paying senior play world aircraft study impact brain
1	government right spending percent take
0	biggest contribution behind decrease unemployment million people leaving workforce
1	choose obamacare expansion lose eligibility subsidy would forced medical
0	say postal service taken taxpayer aid since fund operation entirely sale stamp related product make operational profit year year
1	california seen percent decline gun murder rate since
0	drug overdose second common cause death new hampshire
0	congressman cicilline mayor providence espoused sanctuary city
1	say opponent dormant grace bag facebook page receiving illegal campaign contribution
0	say percent virginia medical cost senior nursing home
1	es one tenth atlanta transportation need covered referendum levy cent sale tax
1	two third alien obama administration brought united state president central american minor program weren actually minor
1	say chris able opponent milwaukee county executive race failed finish separate college dropping time
0	obama sign bill forgiving student loan debt
1	agallup report recently said nearly percent small business owner arent hiring call regulatory uncertainty
0	obama say iran tiny country pose serious threat
0	say mitt romney arizona said belief state sb immigration law model national immigration law
0	boomer crossed party line stop gun sale suspect terror watch list
1	two third people start minimum wage minimum wage within year
1	state georgia lost percent employee last year percentage risen past three year
1	say he licensed firearm dealer america running congress
0	releasing photograph depicting abuse prisoner
0	say attorney general candidate jon richards went far say would enforce law personally agreed
0	pas rate high school level test join military percent
1	got million fellow citizen living poverty million million child
0	cicilline continues accept hundred thousand dollar lobbyist corporate pac insider money fund campaign
1	borrowing state budget le half predecessor last budget lowest decade
0	say federal government mandate transsexual sic homosexual grabbing child stranger danger zone name airport security
0	every year since gov walker republican control legislature were created fewer job according bureau labor statistic
0	claim joe biden said coal dangerous terrorist
0	obama campaign tactic rallying voter offer cell phone
1	isnt schedule narcotics job congress
0	higher beer production higher consumption go hand hand
1	
0	say there billion private investment along streetcar
0	say arkansas republican rep tom cotton voted provide congress taxpayer funded health care life
1	israel per capt income greater probably three fourth rest world
0	well percent felony case nation committed defendant grew father absent household
0	first interview president barack obama chose arab tv apology
1	georgia track traffic fatality year reversal nine year decline
0	business closing opening virginia today
1	record number people living poverty
1	obama served board former weather underground member william layers relationship mr layers board continued
1	say obama broke promise offer comprehensive immigration bill first year
0	medium wont publish real photo rayon martin tattoo face
0	rand paul support obamas negotiation iran
1	social security projected remain solvent whitehouse sponsored bill would extend life program additional year
0	single parent couple kid easily get year public assistance wisconsin
1	police united state allowed use tear gas even though classified chemical weapon banned international conflict since
0	say hillary clinton variously attacked woman abused bill clinton
0	letter bp mineral management service actually recommends improvement specific recommendation around safety regulation choose change
1	passed without frankly help republican caucus passed tax cut last year mostly aimed middle class small business
0	iran deal israel attack iran supposed iran side
0	nobody suffered lasting injury cia interrogation program
0	
0	say sen pat boomer even tried shut federal government order eliminate funding planned parenthood
1	wisconsin one progressive tax code country
1	year pagan barred military recruiter harvard law school office career service military recruiting actually went
1	isi reach million people day social medium
1	
0	primary election right wing group spent support supreme court justice rebecca bradley
0	brendan poverty want raise eligibility age social security benefit anyone born regard challenge would cause people working physically demanding occupation
1	say sam houston opposed slavery governor said texas leave union slavery
0	national debt low since world war ii
1	every time people newport tent work city town whole different set permit get order pitch tent
0	debate jackbot unlike opponent de fund land program
1	average age child trafficked commercial sex trade industry year old
1	say percent time police officer arent charged kill young people color
1	six justice supreme court confirmed presidential election year since
0	property tax higher mark share first took office
1	minimum number infrastructure need atlanta million
1	firefighter police officer pension system headed bankruptcy far thats new jersey first responder fire fighter police officer never missed making payment retirement system
0	truth revealed report showed unlawful unethical activity part
1	say donald trump said intends open additional area coast oil drilling campaign
1	stats per population kill gun rate japan france israel
0	student today take year get college
0	say rick perry flip flipped gay marriage first saying state right issue saying favor federal constitutional amendment banning gay marriage
0	congress decision spend le around world embassy security contributed tragedy like bengali
1	united state th voter turnout among industrialized nation texas near bottom term voter registration voter turnout
1	barack obama plan government would spend trillion
1	nj economy ranked th bottom alabama mississippi wyoming christie nj falling behind
1	there never supreme court vacancy last think year lasting longer day
0	nearly occupant had property illegal
1	oregon family pay extra year higher insurance premium cover insurance
1	soon chris christie governor gave tax cut millionaire
1	ninety percent american want background check system strengthened expanded cover gun sale
1	percent trade deficit today country trade agreement partner level playing field united state
0	say ken cuccinelli want eliminate form birth control
0	bill would halt epa regulating greenhouse gas would help stop rising gas price
0	measles vaccine killed people last decade one died measles
1	next two year state end structural surplus million
0	virginia billion dollar surplus last three year legislature spent le percent road
1	virginia woman earnonly cent dollar earned men
1	say oil production obamas charge
1	every major country family paid leave
0	say picture posted facebook man posing front five decapitated human head one subhuman montreal president set free
1	say president barack obamas tenure united state created million new job
0	national debt really added trillion track hit trillion year
0	president barack obama ordered military enlist illegal alien
0	government panel include cancer specialist say woman receive mammogram age government take health care recommendation like could become law kind disease
1	governor cut funding repeatedly people aid need drug save life
