label	content
1	past year florida government created almost new private sector job netted total job first month third state nation
1	friend increased size government percent last year
1	new york ran reelection carried county george bush county new york two year earlier
1	wisconsin th country term proficiency standard student testing
1	john mccain george bush want spend trillion dollar iraq next year
0	common core expects english teacher spend least half reading instructional time every grade level informational text
0	made change whatsoever state employee pension plan still enough money go forward approximately next year
0	say old wife story margaret thatched told george bush go lobby
0	oil company touched million acre already right drill
0	phoenix arizona im told kidnapping capital world right behind mexico city
0	congressman kathy pastor voted spend million teach prostitute china drink responsibly
1	main gop presidential debate one candidate debate stage military experience
1	say donald trump support wall street bailout
1	georgia one three state effectively regulation whatsoever lobbyist giving legislator
0	say ron johnson benefiting several super pac
0	
0	say health care law ration care like system canada great britain
0	sandra day connor think one reason good judge judicial experience joined supreme court
0	say politifact say amendment force county city across florida raise tax fee
1	massachusetts half primary care doctor accepting new patient
0	say rep steve southland voted health care life
0	proposed san antonio ordinance allow men woman restroom city
0	john corbyn backed pal david dewhurst senate ted cruz
0	say scott walker run state government ban employee talking climate change
1	state senator obama even refused support measure stop sex business opening near school place worship
0	could cut unemployment half simply reclaiming job taken illegal worker
1	sixth year recovery median income start recovery
1	unemployment rate folk whose never gone college almost double
1	federal controlled substance act marijuana listed schedule heroin even though marijuana killer drug like heroin
0	result obamacare becoming something part time employment country
0	oregon rep tina votes portland never held job run business
1	rev wright compared united state marine corp roman legionnaire responsible death savior
1	state run lottery funded new jersey classroom million
1	isnt single texas legislator age even though millennials make percent electorate texas
1	langevin vote party line percent time
1	say president barack obama said normalization cuba would first require liberation political prisoner basic step toward freedom including freedom press political party labor union
1	united state currently highest corporate tax rate world
0	finished controversyabout wherepresident barack obama born
0	million pot money redistricting issue including defending redistricting lawsuit tax dollar spent anything like
1	going kill family terrorist realize there something called geneva convention going pull
1	twenty three million american suffer addiction get treatment
1	reconciliation used tax cut rich twice bush
0	dont show people playing game dont show winning playing video lottery game
1	were got highest corporate tax rate world
0	state tax burden according census figure released today cost state another resident
1	gas tax holiday would best provide cent day three month grand total
1	say recent poll show american agree republican federal debt ceiling raised debt deficit dealt mostly cutting spending
1	new business startup lowest level year
1	florida one state actually narrowing achievement gap based income based race ethnicity
1	say sen marco rubio say troop leaving iraq fast
1	medical spent million penis pump last five year pop
1	say top percent income earned pay nearly percent federal tax
1	
0	far child died last year drowning bathtub killed accidentally gun
1	last two year super pac raised million roughly half coming fewer super rich people roughly percent corporation
0	house republican required use styrofoam cup house cafeteria part koch industry
0	isi right crucifying christian iraq literally failing christian tree
1	record environment creating green energy taking trash turning cash
1	dallas cowboy cant put sticker helmet police officer killed
1	fastest rising expense defense department health care
1	wisconsin state local government worker pay case per year union due
1	get commercial pilot license learn communicate english matter world
1	texas growing twice fast rest country
0	
1	public private split paying new milwaukee buck arena would much better term portion public financing arena project done around country
0	america gun related homicide rate would belgium left california illinois new jersey place stricter gun control law
1	pain clinic board county mcdonalds board county
1	nearly decade half congress tommy baldwin sponsored bill three enacted law
0	former president george bush former vice president dick henry unable visit europe due outstanding warrant
1	market making decision market driven cost coal company going bankrupt
0	say texas retained right navy joined united state
0	say ted cruz said may age difference josh sugars transgression far le front god gay
0	win program incredibly cost effective program serving nearly million american year costing le per person district percent resident suffer food insecurity depend win make end meet
1	last election democrat million vote republican way district designed republican got member house representative democrat
0	say barack obama counted sandy adam approve stimulus spending
1	stimulus bill contains million removal small medium sized fish passage barrier million rehabilitate reading trail tvs
1	say helped save olympic game
0	document released edward snowden reveal american britishand israeli intelligence agency worked together create islamic state
1	senator mccain voted bush tax cut
0	isi making million dollar week selling libyan oil
1	federal government spending percent entire economy versus year ago spent percent
1	today overridden time previous governor history
1	rick scott former health care company columbia ca committed fraud
1	president obama attempted filibuster justice alto sits supreme court
1	polling show nearly percent national rifle association member support requiring background check gun sale
1	almost georgia student required law attend chronically failing school
1	ten billion dollar taxpayer funded bailout flowed straight big offer foreign corporation foreign bank
0	know history mankind mankind government federal state local otherwise never created one job
1	
0	platform make change current medical system current retired anyone approaching retirement
1	since volvo spurred georgia south carolina early may job promising million investment come peach state
1	
0	last four year deficit gone percent consequence president george bush policy recession
1	were ebola outbreak around globe theyre never spread outside confines country initially affected
1	say donald trump said republican convention alone fix
1	state country bypassed general assembly authorize state tuition undocumented immigrant
1	stadium built percent total cost came public source
0	pres obamas finance team recommending tax transaction financial institution
0	say new national poll show majority american people believe gold standard currency
1	say barack obama trying slash funding armed pilot program designed prevent terror attack
0	even nuclear arsenal doesnt work came recently equipment year old dont know worked
0	log government cash clusters web site car gov home computer government seize personal private information track computer activity
1	oil natural gas industry provides support job georgia
0	state legislature passed billion tax increase
1	say current sentencing law percent convicted felon oregon go prison
0	right highest taxed country world
1	first round repayment financial institution received trap money government actually turned profit
1	say seen border patrol sign near mexico border english spanish chinese
0	say harry reid asked republican field said republican like best donald trump said work hell cut deal
0	economic inequality multnomah county face name face name number county resident still unemployed underemployed wake wall street crash
1	debt gdp lowest one lowest modern president tax gdp lowest spending gdp
1	say last year every governor midterm first term first term lost seat legislature exception jim mcgreevey
0	obama announces plan third term presidential run
0	hidden provision health care law tax sporting good medical device
1	say state budget eliminates structural deficit first time decade
1	barack obama cut tax working family
0	georgia regional transportation authority concluded light rail cbb county would double commute time would therefore unsuccessful alleviating traffic congestion
0	
1	since gov nathan deal office state rainy day fund grown percent
0	say president barack obama built trillion debt
0	irs going charge health care
1	im also lieutenant governor take security detail
0	say obama president history deliberately removed word endowed creator referring declaration independence
0	say donald trump presidential victory electoral landslide
1	wisconsin rainy day fund time bigger first took office
0	say university wisconsin football program spending almost bowl championship series payout rose bowl june politically connected official
1	say opponent ted cruz led business
1	say donald trump think stop risk fine
1	mitt romney pro choice record
1	
1	wisconsin bill grant drug company medical device manufacturer immunity injury death caused product
1	say co chair joint way mean committee secured key piece funding portland milwaukee light rail project bridge
1	give proposed economic stimulus plan perspective started day jesus christ born spent million every day since still wouldnt spent trillion
1	say lawyer appointed eric holder investigate government leak helped donated obamas campaign vetting vice presidential prospect
1	federal government owns half west yet continues acquire land
1	congressman phil roe hand government check federal program voted
0	democrat finally mixed government spending credit card monday kurt schrader continued stand party leader failing offer viable long term solution
1	could point seem get first question time
0	say marilinda garcia support billion new tax
1	virginia headed towards another surplus year unlike state
1	basics budget increase state spending billion billion second largest two year spending increase ohio history
1	deficit year could pay salary every professional baseball player next year
1	city portland national constitution contest city america
0	rep hank johnson john lewis member congressional progressive caucus socialist openly serving congress
1	mr president multiple time administration come statement republican idea solution health care
1	
1	say oregon rank rd education
1	say virginia biggest state major league sport team
0	scientific evidence co pollutants higher co concentration actually help ecosystem support plant animal life
1	turn texas billion budget shortfall cant afford new science textbook
0	say tax doubled rick perry office
1	mike martinez cut deal prosecutor avoid facing possible jail time stuck u legal bill
1	total added nearly private sector job new jersey since took office january
1	guantanamo detainee get taxpayer paid prayer rugsthey honey glazed chicken rice play
1	mayor barrett saved milwaukee million thanks gov walker reform
1	say texas city state banned texting driving
1	travis county highest urban county tax rate texas
1	
1	say percent idea charter school student come low income family percent graduate go college
1	say state level spend le today jon combine spent fiscal year five year later
0	new state budget florida sent u billion le funding
1	measure new jersey one segregated school system country
0	bush tax cut created million job first year existence were lost million job recession
0	delayed swearing massachusetts couple week could ram health care law
1	saudi arabia muslim country muslim majority country woman can not get license drive
1	look benefit wage recorded federal employee far outstrip market rate private sector
1	say ending direct payment farm subsidy program could save billion ten year could used reduce deficit
0	rhode island bigger low tide
1	immigrant start business faster rate seem grow business successfully
1	say marco rubio said people essentially dont agree ought leave country like keith olbermann
1	spending caught u debt soon eclipse entire size national economy
0	honduras ban citizen owning gun highest homicide rate entire world switzerland similar population requires citizen gun lowest homicide rate entire world
1	million american gotten rebate check insurance company spending much money executive bonus administrative cost enough health care
1	texas rank third teen pregnancy repeat teen pregnancy
1	spent month putting together sanction iran could force negotiating table
1	reagan era richest american top income tax rate cut half
1	sen obama worked deepest issue successful bipartisan way
1	say mitt romney suggested employer able make decision whether woman get contraception insurance coverage
1	say republican party platform say pull back even rule campaign finance reform get rid mccain feingold democratic party platform say want find way put fair rule campaign finance reform
1	governor tuition skyrocketing stopped capped froze college tuition
1	deal county cut money general fund budget local government atlanta metro region
0	rubio tax swap proposal would massive tax increase
0	say mayor job make sure somebody trying build set water treatment plant cure u cryptosporidium dont dont say yes even ch hill want u
1	state state poll make clear american public understands selo ruling disaster
1	say rick perry proposed national health insurance program mexico
1	say time spends million police contract year transit police must respond non transit call
1	mid state florida violent crime america concern citizen florida subjected violent crime every three minute second
1	say scott walker listening session invite excluding press
1	right work state creating lot job today heavily ionized state
0	leader isi imprisoned american troop ordered released iraq obama administration
0	del ben chain took money away southwest virginia school voting build politician palace
1	spending government money percent le decade ago
1	small business entrepreneurship council ranked ohio th nation st midwest overall business climate
1	texas second highest high school graduation rate country highest graduation rate african american hispanic
0	change debated state employee wisconsin earn year might percent income disappear overnight
1	north korea substantial standing army one largest certainly largest per capt world
0	iranian woman show much hair public risk beaten killed
1	massachusetts sen scott brown show someone bipartisan congress vote percent party
0	
1	say romney flip flipped abortion
0	say hillary clinton want essentially abolish second amendment
1	
1	united state industrialized country guarantee paid time care new child
1	eliminating remark would make barely drop bucket regard national debt deficit
0	obama administration even joined islamic government sponsoring resolution would shred first amendment threatening make discussion radical islamic potentially illegal
1	many top official port authority earn money governor state jurisdiction
1	vagina apparently saying word michigan state house representative get two day ban speaking floor
0	say first governor america endorse mitt romney
0	democrat promised spending cut delivered tax hike
1	say was one chief architect balancing federalbudget
1	half murder city st louis get solved
1	legislation senator mccain support would provide authority federal government surveille american citizen country without suspicion whatsoever engaging discussion terrorist criminal activity
0	im beating kelly notte poll lot
1	majority every state favor path citizenship undocumented immigrant
1	one expensive ride new england
0	cory gardner get way you better stock condom
0	say duration recession single person government middle management lost job taken pay cut
0	caucus health care bill could used ban gun home self defense
0	gov scott walker received pay raise
1	tennessee grocery tax one highest nation
0	percent support president barack obama people pay income tax
0	accuses ed fitzgerald pay play corruption politics
0	say president barack obama sending much larger force deal ebola isi getting
1	young woman account shocking new hiv infection among adolescent africa
0	senate majority leader harry reid whether senate democrat would seat roland burns
1	united state numberonein world energyresources russia number two
1	say hillary clinton want increase syrian refugee country percent
1	year low crime rate state
1	new england patriot led explosive offense scored second point nfl
0	say new jersey tenure law reformed say teacher get two year partially effective ineffective rating lose tenure
0	say climate scientist james hansen say perhaps year maybe little longer point looking foot sea level rise
1	every single country majority vote already made mind
0	everyone california road properly licensed tested insured
0	say gop rep sean duffy wisconsin voted twice end medical
0	people losing insurance due obamacare becoming newly insured
0	immigration bill includes free obamacare motorcycle scooter
0	number better right ronald reagan number jimmy carter
0	obama budget plan family making going lose mortgage deduction charitable deduction
0	
1	hobby lobby provided birth control coverage decided drop file suit
1	say vetoed budget program learn catch rainwater
1	president referred syrian opposition month ago pharmacist doctor
1	racial ethnic makeup gwinnett county sheriff office mirror community self
1	city clarkson cant decriminalize marijuana state legislator congress
1	democratic poll operation show fox news trusted news operation country
0	care environment were got record funding
0	rob portals job stop china illegal dumping steel failed looked way nothing
1	say mitt romney flip flipped abortion right
1	black male baby born today change system stand one three chance ending jail
1	joe straps first jewish speaker texas house
0	fox news said new black panther party decided election barack obama
1	provided least tax cut small business
1	undocumented worker crossing border right year low
1	billion water bond program voter passed yet tapped
1	obama accept donation lobbyist pac spent money campaign political action committee
1	say rick scott gave deposition invoked fifth amendment time dealing head columbia ca hospital chain
1	world food demand going double sometime
1	
0	every major study done legitimate group show hundred thousand job created pas cap trade legislation wind pricing carbon
1	mccain said day would meet potentially prime minister spain sure whether aligned u
1	forty percent country going state tolerant gay marriage least civil union
0	president advocating drone strike program america
1	neither hillary clinton donald trump plan address civil war syria
1	multiple medium report donald trump business dealing mob mafia
1	say state rep fred clark bamboo ran red light seriously injured cyclist
0	promising four year administration push privatization social security
1	average person pay state tax lowest state
1	austin independent school district graduation rate reached time high percent
1	say scott brown voted president barack obama percent time
0	say last five year senate republican placed filibuster every piece legislation every nominee
1	say six state family planning center close gov chris christie budget cut
1	last year korea sold nearly half million car country united state know much sell six thousand kind deal
0	claim former sen tom daschle said senior accepting condition come age instead treating
1	tax cut deal add billion deficit two year cost trap cost recovery act health care reform
0	thanks average wait california hour
1	rare retirement grade determination conducted officer previously retired armed force
0	say rep justin smash vote democrat republican
1	lowest percentage american actually holding job year
1	balanced budget amendment came within one vote passing congress defeated vote top senate republican rick sanatorium say stood called resign chairmanship
0	say raising state income tax rate millionaire offset property tax resident tax increase tax shift
0	california capitol building second disneyland among visitor site state
1	current condition interest payment national debt billion larger projected defense spending billion
0	sayspresident obama hijacked farm bill turned food stamp bill
1	wealthy taxpayer middle income earned get deduction tax code
1	saysthere actually people poverty started war poverty
0	
0	say barack obama never worked private sector elected president
0	ive also offered plan help fix social security thats supported robert reach secretary labor previously previous administration
0	say wisconsin gov scott walker action directly responsible killing least job
1	percent americanscant pay unexpected expense saving credit card without selling something borrowing money
1	house appropriation chair david obey partial remark ban apply remark
1	ted cruz tax plan business pay percent money make also pay percent money pay employee
0	recent survey climate scientist said percent dont agree idea percent change climate caused co
0	others place hand heart obama turn back flag such
0	steve pointer increased department budget nearly percent
1	senator barack obama supported amendment basically gutted legal temporary worker program
1	ken buck want outlaw abortion even case rape incest
0	mayor kennedy personally doesnt support drop cant fault highly qualified city employee appropriately utilizing benefit thats available
1	forty percent union member voted republican
1	say scott walker enacted biggest cut education state history
0	say wisconsin gov scott walker denying democrat right vote
1	lean finely textured beef proper name pink slime safe widely used product
0	george bush took office president clinton democrat democratic congress time left annual budget surplus
0	say new health care law delivers billion tax increase family special need
1	say every year air pollution protection delayed another people die prematurely
1	tampa bay ray price judged affordable professional sport
1	property appraisal budget million le today took office year ago
1	let pay attention kid going college end percent kid get trained job know auto mechanic job paying get filled airline mechanic job paying lot money get filled remark assume forum
0	every year pick law enforcement agency within texas
0	told would never case ebola united state
1	two day interest pay china enough buy one joint strike fighter
0	larger domestic threat racial supremacist group
1	youre terrorist cant fly assault weapon buy
1	were got find billion gallon water per day
0	say obama every state require photo id lost every state require photo id order vote
0	
0	say didnt involvement withnutritional supplement company mannatech
0	gov bill slam making economic development department sharia compliant hiring woman specializes sharia compliance thats job
1	new mexico moved sixth nation job growth
0	worked together enact largest tax cut florida history
0	bill nelson actually voted favor higher tax time
1	spend le percent every year lowest increase spending since keeping number
0	president barack obama said beginning negotiation basic approach dismantle iran nuclear program exchange dismantling sanction
0	united state never stood seen innocent people slaughtered extent thats happening syria
1	taxpayer paid per job created stimulus bill
1	david purdue support farm bill sen saison chambliss
1	south carolina fastest growing economy southeast
1	end governor rick perry term drained texas taxpayer pay rental mansion living historic governor mansion repaired
0	
1	page conforming bill gone page
0	public employee receive something like percent paycheck issued rhode island
0	iran deal facilitate accelerate nation iran acquiring nuclear weapon
0	member congress chris murphy making million salary
1	admits still know use computer send mail
1	average faculty member uw madison brings close quarter million dollar year grant money
0	dnc hack showed clinton campaign working schedule primary debate bernie sanders clinton campaign continuing ploy donald trump
0	bill mccollum served lobbyist whose client enabled mortgage illegal immigrant
1	one person tva board knowledge even corporate board experience
0	say gov scott walker cooking book releasing number dreamed show wisconsin gained job
1	say minnesota fortune company oregon one obvious difference theyre invested school
1	repeal obamacare would take away health care million american received coverage since oct
0	gov scott walker public school budget student entering kindergarten enjoy state investment education came graduating high school
0	ninety four percent small business face higher tax democrat plan
0	one county alone ohio president obama received vote eligible voter
1	every taxpayer owes pay national debt
1	rick perry become millionaire public payroll
1	took worst road system country according tracker magazine left said improved road system country
0	say new health care law patient doctor relationship eliminated
1	go georgia make year teacher
0	ten different tax bracket youre making youre already top tax bracket
0	first time since american manufacturer creating new job
0	household income america gone family average last four year went mitt romney governor massachusetts
1	average bonus wall street bonus wall street percent
1	say never voted raising tax
1	say bill clinton george bush say build keystone xl
0	affordable care act law land
1	say republican dragged every bill going paid right beginning first vote repeal health care reform violated rule
1	say obama doubled funding well grant
1	say mitt romney refused say whether hed sign silly ledbetter bill
0	
0	le percent obamas cabinet appointee experience private sector
1	recovery gov listed congressional district exist
1	economy weak raise income level
1	john mccain health care plan guarantee coverage cancer screening maternity care
1	say dick henry supported gay marriage soonerthan hillary clinton
1	annual gross domestic product metro atlanta bigger state union
1	say rus feingolds campaign powered small dollar contribution like
1	charlie crest opposed state tuition illegal immigrant
1	student worked minimum wage summer job could afford pay year full tuition year public university choice
0	say sherdog brown voted cut medical billion order fund government run health care
1	say rick perry told student couldnt attend gubernatorial forum due scheduling conflict forum day tweeted hed running dog
0	usually month get health coverage florida program reduced average month
0	
1	ohio judge compared similar state woefully underpass
0	louisiana sen mary landrieu received almost million bp last decade
1	supported tort reform regard security product liability interstate commerce
0	say state sen morgan carroll vote made easier sue doctor small business even nurse putting shady interest first
0	say vaccine prevent hp cause mental retardation
1	far different picture prior eight year saw increase tax fee
1	there big chunk country think soft wall street
1	congressional budget office nonpartisan office analysis said passing comprehensive immigration reform reduce federal deficit billion next decade
0	barack obama opposed bill would saved giant jesse life
0	say joe straps co author bill would allowed planned parenthood control public school sex education
0	dont think argument credible made united state america undertaken compared competitor
1	say election proposal would allow potential hour early voting think were ever
1	member public charged hear gov scott walker dozen member administration talk job economy lambda field
0	were got close million american access health care first time medical expansion
1	say half american dont pay income tax
1	africa child dy every minute malaria
0	hate speech excluded protection first amendment
0	top percent income earned pay percent tax federal government
0	obama spent billion bring electricity africa failed miserably
0	people killed united state last year tainted food troop killed iraq afghanistan since war began
0	must list gun tax return
1	woman florida make cent every dollar man make
1	common core put together department education washington put together governor state
1	say jeb bush doesnt believe path citizenship one time longer
1	marco rubio support remark ban alone requested remark worth million
1	seminal gambling compact offer billion guaranteed revenue largest share state history
0	provision economic stimulus plan mean student can not meet together dorm dorm repaired federal money prayer group bible study
1	president obama said time could authorize immigration reform executive order
1	formation still rise ohio far were assisted new business filing
1	obama administration notified poland czech republic cancellation major missile defense facility last minute midnight phone call
1	mandal elected second term representing district democrat republican voter ratio
1	
0	audit last census found people living texas counted state lost estimated billion federal fund result
0	say city leadership threatening lay police emergency service personnel balance budget
1	one every three automobile fatality attributed alcohol
1	say republican drawn map proposed house district texas gerrymander nine million latino texas make sure electoral opportunity
1	million people could get health insurance right away texas expanded medical obamacare
0	say markkirk called mass arrest african american anyway apparently fine trump call mass deportation
1	warren buffet called credit default swap financial weapon mass destruction greene first individual use
1	put lid iran nuclear program without firing single shot
1	embassy celebrates america independence june th order accommodate muslim
1	murder rate atlanta rise year
1	even today part romney fortune invested china
1	addition percent sale tax would cost typical household hillsborough county approximately month
0	george allencast deciding voter bushtax cut
1	governor florida defended planned parenthood
0	german citizen disarmed government late allowed nazi carry evil intention relatively little resistance
1	texas nation highest rate highest number uninsured
1	say oregon limited budget growth rate population growth plus rate inflation state fund budget would billion today billion
0	mccain energy plan single answer proposition new domestic oil drilling
0	federal health care law enacted florida parent able purchase inexpensive child coverage child law consumer protection eliminated choice florida
0	congressadjourned earliest time congressional history election
0	forty six cent every dollar ohio could get medical expansion going come china country doesnt like u much
0	congressman nye voted bill would defended billion irs needed complement health care legislation
1	people die every year yet center disease control prevention banned researching way prevent
0	cap trade bill congress prevents selling home without permission epa administrator
1	greece gdp size dallas fort worth metroplex
1	say david dewhurst skipped nine candidate forum announcing senate candidacy
1	american people say dont touch social security dont touch medical dont cut defense thats percent federal budget
1	they model even qualify drive lee county school bus point yet occupies seat congress
0	
0	obama ten point plan change second amendment ban manufacture sale possession handgun
1	texas spend billion gambling neighboring state every year
1	texas outstripped national poverty rate since least
1	were muslim america since george washington
0	say bernie sanders opposes requiring child education
0	alaska attorney general senate candidate dan sullivan successfully fought protect second amendment right passed stand ground
0	say political opponent brought protester state
1	alaska sen lisa murkowski mark begin vote much percent time together
0	texas nation new gun purchase behind california
1	productivity risen percent yet wage stayed flat million people poverty country
0	president gave auto company law
1	richest people world wealth bottom half global population
0	swine flu broke another democrat president jimmy carter
1	gov palin somebody actually believe climate change man made
1	federal law requires resident participate government american community survey
1	since world war ii gerald ford bill clinton worse rating seven month president obama
1	barack obama health care proposal got health care plan like keep
1	democratic party oldest continuous political party world
1	major immigration issue pole bulgaria romanian weren contributing economically unemployment rate among pole britain lower unemployment rate among brit
0	health care law everybody lower rate better quality care better access
0	trump health secretary pick want medical phaseout summer
0	health insurance company deny treatment prescribed doctor
1	united state longer top nation globe infrastructure fallen th
1	rhode island could tell camped couldnt figure gun
1	say united state trade much developed nation
1	state agency wanted fire employee spent four hour per day watching pornography state employment commission reinstated person
1	say senate rival eric horde refused pay property tax taken court
1	ted cruz longest serving solicitor general history texas
1	today home sale nearly percent worst crisis
0	poll legalizing sex marriage dramatically changing
0	mccain campaign elaborate obama tie acorn
0	house health care bill something like percent people would eligible even get public option
1	anywhere world someone us mobile phone mail internet gps enjoying benefit american miracle
1	say texas republican nominee get percent latino vote average
0	senator mccain would pay part health care plan making drastic cut medical billion worth
0	say oregon political tax credit something every state state
0	president barack obamas policy resulted gas price reduced per gallon sworn today
0	march capture fought democrat prescription drug benefit senior dennis kucinich voted
0	released extensive financial review anybody history politics dont learn much tax return
0	wisconsin effective unemployment rate percent
1	milwaukee police department seized nearly many firearm year much larger new york city police department
0	congressman ro lehtinen long record voting va backlog fix
0	among obama pet project bill would commit spending percent gross national product foreign aid
0	say president obama there substantial increase federal government job
1	second highest corporate tax rate among trading partner
1	say tuition paid every oregon university student annually go pay cost pers
1	american lose life gun violence year
0	candidate lieutenant governor oppose state tuition illegal immigrant
1	constitution written percent people country could vote
0	ukraine orange revolution first color revolution
0	mccollum admitted think surprise mortgage crisis big deal telling reporter thought surprise collapse exaggerated medium investor end world
1	every month another born hispanic turn become eligible vote
0	health bill plan comparative effectiveness research would used government ration care
1	supported first new nuclear power plant three decade
1	gov basic ohio wage increased billion
0	new carbon regulation increase electric bill billion every year potentially put average people work every year
0	
1	new jersey highest property tax nation little highest property tax nation double national average
0	new tax increase went effect jan passed affordable care act aka obamacare
1	one first state build sewer bring treatment plant line
0	issue immigration alone next impossible find policy difference donald trump congressman joe heck
1	say rob portal said auto rescue lousy deal ohio
1	always said offshore drilling state still say
0	say property insurance rate going rick scott signed bill preventing state regulating insurance
1	billion extension bush tax cut wealthy go family
1	john mccain said publicly hillary clinton would make good president
1	federal government ordered bp pay one six segment sand barrier louisiana
1	recently passed transportation funding bill billion dollar tax increase georgia
0	austin effectively imposing ban barbecue restaurant
0	ron klein sponsored amendment specifically allows price going
1	reduced government workforce percent eight year
0	
0	new health care law first person patient go bureaucrat called panel
0	wisconsin wage declining double rate state
1	governor palin popular governor country
0	
1	say gov rick scott cut state funding pb
0	founder new hampshire came motto live free die
1	economic development commission executive director keith stores sent letter said taxpayer never hook bond studio
1	bill mccollum explained lack action mortgage fraud saying everything
1	united state behind many country europe term ability every kid america get ahead
1	alternative minimum tax created congress affect wealthy american never indexed inflation original taxpayer increased affect million
1	new jersey lost half pharmaceutical job state know low tax state like south high tax state like new york
1	space shuttle program terminated russia china nation capability launch human space
1	say reform state issue save taxpayer dollar
0	say take stimulus money required universal building code
1	senate democrat never held supreme court nomination
1	almost percent canadian came visit florida last year canadian buy percent home state
0	iran deal trust iranian inspect
0	nation world use military secure border
1	initial effort strip airport contractor special diversity status effect contract city diversity goal
1	woman killed husband boyfriend since sept american killed afghanistan iraq
0	state used regulatory power fishing federal law regulates tenth inch minimum size fish angle keep
0	muslim country cant church able build synagogue forbidden
0	say award winning milwaukee public school teacher megan simpson laid gov scott walker cut state aid education
1	north carolina spends le per student great recession one lowest per pupil spending level nation
1	past year florida family paid national flood insurance program billion four time amount received claim reimbursement
0	say president barack obama said got bin laden terrorism problem solved
1	paul ryan budget keep obamacare tax spending cut paid obamacare cut benefit
1	agriculture contributes billion georgia economy annually making state largest industry
1	say lloyd dogged voted health care stimulus cap trade bill
0	president obamas refusal grant permit offshore drilling one reason gasoline price soaring
0	whether barack obama born united state
1	merger georgia state university georgia perimeter college make su one largest university nation student
0	japan permanent residency given muslim propagation islam banned one can not import korean published arabic language muslim can not even rent house
1	despite touring economic stimulus great triumph report however note unemployment average percent rest year
1	paso county second highest population homeless florida
0	three time likely able get mortgage youre white applicant youre black hispanic even credential
1	richest percent america get bigger tax cut bill family income average family central texas
1	say president barack obama give student right repay federal loan clear fixed low percentage income year
1	united state already highest corporate tax rate world
1	
0	almost percent planned parenthood pregnancy service abortion
0	
1	republican party baffled ar assault rifle oregon state fair
0	fight social security noisy demonstration outside event opponent disruptive crowd booed line didnt like
1	kid new hampshire health care helped create child health insurance program
0	georgia secretary state brian keep career politician
1	oil gas spill oil gas spreading united state entire exon value spill
1	say state passed anti illegal immigrant legislation also hispanic legislator
0	expanding medical worsen health care option vulnerable among u texas
0	
0	sen mccain would occupy iraq indefinitely wish
1	since crude oil output increased percent increase million barrel day fastest increase history
1	actual deportation interior country way president obama
1	say business already pay tax
0	president obamas health care law represents government takeover health care
1	tax president barack obama want raise top rate percent
0	say texas economy percent larger australia
1	hair stylist required undergo government scrutiny foreclosure consultant
0	ninety percent people work country work company people maybe even le
1	thirty four percent hispanic health care health insurance
1	say wrestling favorite sport abraham lincoln
0	obama administration cap trade plan would create yearly energy tax
1	woman childbearing age spend percent pocket health care cost men
0	say hillary clinton plan would bring refugee first term alone effective way screen vet plan would cost billion term lifetime welfare entitlement cost
1	were seen property tax go first time year median valued home
0	rhode island leading nation foreclosure
0	president obamas health care law add trillion dollar debt
0	percent able bodied people state maine dont work
1	student graduate college theyre still illegal alien can not get job
1	woman receive cent every dollar man earns
1	research performed economist shown consistent positive impact job income tax revenue arising stadium sport franchise
0	border security effort led percent decrease border crime
0	say voted increase minimum wage
0	say rep betty sutton would rather riot occupy wall street stand ohio family
1	forty five percent american went without needed care cost
1	say president barack obama initially said national health care mandate isnt tax administration say tax
1	federal government owns ten thousand property vacant undersea
0	say representation ex boyfriend friend family law case something lawyer regular basis
0	cant pas budget senate united state without vote
1	hillary clinton advocate freeze foreclosure barack obama said
1	pension system one country thats percent funded
1	lowest percentage american working today year since
0	everybody said cant dare let gun go national park course rape murder robbery assault percent since
1	newt gingrich proponent selecting president popular vote instead electoral college
0	barack obama said going attack pakistan embrace iranian president mahmoud ahmadinejad
1	every percent increase number ohio bachelor degree mean economic activity growing next year year thereafter billion dollar
1	say since awa first passed incident domestic violence dropped percent
0	say gerald daugherty endorsed austin american statesman
0	cuccinellis tax cut plan school division across virginia could forced fire teacher
1	ninety percent american worker dont business
0	protester caused million damage wisconsin state house
0	insurance industry actually run mostly democrat
1	last year extreme poverty cut half
1	house republican plan would increase cost oregon senior health care voucher instead medical
1	national security agency say iran nuclear advancing time slashing nuclear arsenal
1	say growing number extremely premature baby survive healthy childhood
0	say sit right medical nothing gone eight year nothing
1	say harry reid better voting attendance record three congressman
0	
1	many quarter student arent even finishing high school
0	rick perry taking money away hurricane victim diverting remodel governor mansion
1	given expansive program already expanding medical new jersey due obamacare relatively small expansion
1	reason cuban dont access st century telecommunication like smart phone like access internet illegal cuba
1	hispanic student count well grant pay college
0	
0	justin smash rated michigan conservative national right life
0	say march capture attacked military service training air force showing disrespect veteran
0	city building code violation property involve exterior issue within household fine
0	people use food stamp anything including go hawaii even millionaire qualify
1	milwaukee county board staff grew four worker four decade cost taxpayer lot total county workforce cut half period
1	say president barack obama launched twice many strike country predominantly muslim president george bush
0	nine hundred people fired since became secretary veteran affair were got people fired manipulated wait time
0	president obamashealth care law government takeover healthcare
1	milwaukee county executive sell public museum airport zoo without county board approval
0	sen obama want enact single largest tax increase since second world war
1	say data center budget policy priority suggest texas budget gap worse new york bad california quite new jersey level
1	two third people receive minimum wage female
